rating,ulasan,label
5/5,Terletak di tengah kota Yogyakarta. Parkir cukup luas ruang kamar dan kamar mandi bersih. Terdapat kolam renang cocok untuk merilekskan badan saat berlibur,Positif
2/5,Parkirnya ampun. Mentang mentang pakai motor ga diperhatikan. Ditinggal gitu aja sama satpamnya. Selain itu parkirnya sempit. Resepsionis dibawah juga tidak jelas keberadaannya dmn. Breakfastnya biasa aja.,Negatif
5/5,"Mau tambah handuk, bantal, selimut harus bayar lg ya, utk lokasi enak dekat sekali dgn malioboro perkiraan agak terbatas tp overall baguslah",Positif
5/5,"Lokasi strategis, kamar yang sangat nyaman dan bersih dan pelayanan oke. Tidak akan nyesel nginep disini, sangat recommended 👍",Positif
4/5,Letak strategis di Jl.Malioboro samping mall Malioboro. Tempat cukup nyaman dan bersih. Pelayanan baik dan ramah. Cuma sy kurang suka makanannya.. makanya cuma sy beri bintang 4 aja. Tarif sih standar lah untuk hotel sekelasnya .,Positif
5/5,"Tempat nya bagus, hotel nya baru, pelayanan nya ramah sekali, semua tempatnya bersih, di saat pandemi ini di hotel aveta sudah menerapkan protokol kesehatan dengan baik, tempatnya sebelahan sama mall malioboro
pokok nggak nyesel menginap disini",Positif
4/5,"Pelayanan sangat baik, kamar rapih dan bersih, nyaman serta Fasilitas lainnya sangat bikin ga mau pulang karena nyaman. terima kasih atas pelayanannya",Positif
5/5,"Aku suka banget sama hotel ini 🥹 bener2 nyaman dan estetik parahhhhhhhh
Lokasi strategis dan mudah di jangkau kamana mana.
Next kesini lagi",Positif
5/5,"Lokasi hotel strategis, pelayanan bagus, fasilitas lumayan lengkap, cocok buat yg mau berlibur area jogja.",Positif
5/5,Nyaman bgt yang pasti dsini rekomendet bgt yg liburan sendiri atau bawa kluarga.. Strategis bgt jg yg mau kmalioboro jalan kaki aja udah lsg sampek. Pkknya nyaman bgt deh. Kamar restonya. Semuanya suka..,Positif
5/5,"Hotel yang memberikan pelayanan dan kamr yang sangat bersih serta nyaman, Sangat sejuk dan mendapatkan pemandangan yang indah",Positif
4/5,"Sesuai dengan kondisi yang ada, hanya parkiran yg perlu di evaluasi kembali.
Untuk sarapan pagi sudah cukup baik, penyajiannya cukup baik, pelayanannya secara garis besar baik,.",Positif
4/5,"hotel bagus tempat sangat strategis dan nyaman sangat cocok untuk liburan barey keluarga/teman di jogja dan ingin ke Malioboro, viewnya juga bagus kamarnya rapi oke.",Positif
5/5,"Hotel yang harus banget di kunjungii!! Pelayanan sangat baik, makanan yang disajikan enak dan kamar hotel yang bersih juga wangi😍",Positif
5/5,"Hotel yang nyaman untuk menginap bersama keluarga, staff ramah, kebersihan ok, tempat juga strategis di Malioboro
Next pasti akan menginap lagi di Aveta Hotel Malioboro Yogyakarta",Positif
5/5,"Tempat menginap di area malioboro yang strategis banget mau kemana2 deket bisa jalan kaki, terus pelayanannya top banget bintang 10 pokoknya, semua pegawainya ramah dan cekatan, sempet si dapet trouble di masalah AC awalnya di kamar 711 terus pas di kamar 711 bener kamar 709 nya trouble ngga dingin sama sekali semalaman, terus abis itu diperbaiki sama pihak engineer dan Alhamdulillahnya udah nyala lagi, sempet kecewa dikit si di masalah AC cuma sesaat aja, apalagi liat kerja kerasnya pihak engineer jadi salut banget, keren deh pokoknya, selain itu buat semua menu di aveta hotel soalnya rasa bintang 10, enak semua dan buat gudeg di sini enak menurut saya karna ngga over sweet gitu, kek gudeg2 yang banyak di jual di jogja, disini gudednya lebih salty jadi enak, pokoknya semuanya top, semoga makin sukses buat aveta dan semua karyawan2 aveta, pelayanan di tingkatkan lagi, dan kalo ke jogja bakal staycation disini lagi",Positif
5/5,"Kamarnya nyaman banget, letaknya jg stategis di jantung kota. Staffnya ramah pelayanan oke pokoknya. Harga jg masih woth it ko",Positif
4/5,Hotelnya strategis... Terletak dijalan Malioboro... Jadi tinggal jalan kaki saja kalau ke Malioboro... Tapi sayangnya Pertama kali nginap disini thn 2019 hotel masih baru dan bersih.. sekarang udah agak kurang bersih... Tolong tingkatkan lagi kebersihannya... Staffnya ramah...,Positif
5/5,Terima kasih aveta mb Aulia dan mb silvi. Kamar nya nyaman makanan enak pokoknya the best,Positif
4/5,"Pelayanan dan perhatiannya bagus.Lokasinya bagus dan sangat ramai.Kamarnya bagus, tetapi akan lebih baik jika mereka membersihkan kamar mandinya lebih detail.",Positif
5/5,"Tempatnya strategis banget deket kemana"", hotelnya juga nyaman pelayanan ramah""",Positif
5/5,Jarak berjalan kaki dari stasiun kereta Yogyakarta.Dekat dengan banyak toko. Malioboro Mall dan jalan hanya berjarak sepelemparan batu.Kamarnya luas.,Positif
5/5,"Jgn lupa pada mampir ya gais
Disini tempat nya bersih, tempat tidur bersih, kamar mandi bersih, air panas lancar. Dan banyak yg lain jg yg gabisa saya sebutkn satu persatu",Positif
1/5,"Hotel nya dijantung malioboro, dibanding hotel sejenis harga relatif lebih mahal.Saya beli kamar type superior, dapat pemandangan berupa wall view 😂😥Kesan yg saya dapatkan dari petugas resepsionis nya “tidak ramah dan tidak kooperatif”, saya merasa seperti tidak menginap di hotel dan membayar sendiri tapi seperti numpang di rumah ibu tiri dan membebani pemilik rumah :( :( :(.Selain petugas di resepsionis ramah-ramah, tetapi petugas resepsionis nya bener-bener arogan, mungkin mereka pemilik hotel kali ya, jadi begitu ke pengunjung.Sudah dikasih kamar wall view seperti dipenjara, minta tolong late check out tidak diberikan padahal saya ada meeting menggunakan zoom.Oh iya dikamar juga sinyal telkomsel tidak ada, dan wifi hotel sangat lambat (kecepatan <3 mbps).",Negatif
4/5,"Kamarnya nyaman, tapi varian menu breakfast nya kurang banyak. Hotel baru jadi semua perabotannya masih baru dan bersih. Semoga fasad depan lekas dibuka untuk mempermudah akses masuk.",Positif
5/5,"Depan hotel langsung jalan malioboro, sampingnya mall juga, jadi asik kan...
Klo rombongan Bus tetep harus turun Jl. Mataram. Tapi tdk masalah krn pihak hotel siap bantu bawain barang-barang tamu",Positif
5/5,"Tempatnya strategis banget di malioboro, keluar langsung bisa belanja belanja, ngga makan di hotel jadi ngga tau makanannya gimana, tapi di luar hotel banyak yg jual makanan yg enak enak, ada angkringan dsb.Minusnya atapnya rendah jadi kurang luas",Positif
4/5,"Kamar executive family suite besar dan bagus.pelayanan ramah,saya ambil pukul 9 makanan sudah habis..untung setelah menunggu akhirnya datang lagi refill makanannya..sangat puas next liburan ke yogya pasti menginap disini lagi",Positif
5/5,"Lokasi hotel yg strategis, pelayanan yang bagus, ada kolam renang nya rekomen bgtt nginap disini 👍🏻👍🏻",Positif
5/5,"Hotel yang sangat strategis, pelayanan hotel sangat baik, ada kolam renang, makanan nya enak banget recomended lah",Positif
5/5,"Hotel bintang 3 Sangat worth it, pelayanan bagus, makanan enak²,kamar bersih
Cocok banget bareng keluarga untuk nginep
The best pokonya",Positif
4/5,"Hotel bintang 3 yg terletak di pusat kota, jadi cukup strategis buat para traveller yg pengen deket kemana-mana. bersih hotelnya, nuansa vintage2 gitu",Positif
5/5,Sangatlah nyaman ketika menginap di hotel ini 😍😍 pelayanan yg ramah dan juga sangat nyaman. Pokoknya mantap tidak ada kecewanya kesini. 👍👍,Positif
5/5,"Lokasi sangat strategis, staf helpful & sangat ramah. Meski baru soft opening, tapi pengalaman menginap cukup nyaman (karena beberapa fasilitas masih dalam proses konstruksi, berbanding terbalik ketika sudah di dalam kamar)",Positif
5/5,"Mantap pelayanan nya ramah , kamar juga setiap hari selalu di rapihkan dan di bersihkan..",Positif
4/5,"Terletak ditengah-tengah malioboro, sehingga membuat hotel ini sangat istimewa dalam hal lokasi tempat dan keunikannya. Kebersihan hotel ini sangat terjaga dan keramahan pegawai staff membuat hotel ini sangat berkesan.",Positif
4/5,"Hotel deket banget dengan malioboro. Cuma aksesnya sekarang jadi susah ya. Harus parkir agak jauh, jadi jalan dulu.
Makanan enak, kamar juga dibersihkan setiap hari. Pelayanan oke.",Positif
5/5,"Kualitas kamar lumayan bersih suasana adem disana, gk nyesel nginap di sini, worth it dengan harga yang ckup terjangkau☺☺",Positif
5/5,"Menginap disini sangat nyaman dan tenang.
Harga ok kualitas pun ok, sangat cocok buat pasangan ataupun family.
Petugas nya ramah"" Dan garcep kalo ada kendala. Top dh 👍👍👍",Positif
5/5,"Lokasi berada di malioboro sebelah selatan mall, keluar hotel sudah tu sampai malio, ada kolam renang dilantai 8, breakfast juga enak dan bervariasi",Positif
5/5,"hotel yang sangat bagus. Saya menikmati 2 hari menginap yang menyenangkan di sini. kamarnya luas dan nyaman, bersih, lokasi super strategis, keluar hotel langsung jalan malioboro, disebelahnya mall malioboro, benar2 worth it sih, love it.",Positif
4/5,"Suka banget sama interior lobby, restoran sampai kamar nya!
Bersih, nyaman, hotel pilihan banget buat liburan.",Positif
5/5,"Yang berikutnya direkomendasikan hotel di Malioboro ya Aveta... Kamarnya luas. Bathroom amenities nya itu koh... Lucu bangeett 🤩
Penginapan yang menyenangkan., kamarnya bersih dan makanan room service nya oke banget.Saya akan datang lagi 😍",Positif
5/5,"Kamarnya oke, kamar mandinya bersih, hotelnya bersih, staffnya juga ramah banget ni hotel cocok untuk direkomendasiin sama temen atau keluarga",Positif
5/5,bagus banget. cocok buat liburan selama di jogja. kamarnya bersih dan fasilitas lengkap. lebih bagus lagi karena deket malioboro😍😍,Positif
5/5,"bbrp kali menginap disini, rasanya selalu uwoow..kejutan2 terkait kebijakan malioboro krn pandemi covid, seperti jam 18 sd 21 tidak boleh ada kendaraan bermotor melintas kec becak, bentor, delman, dan pedestrian, jadii ngerassa bahagia dan bersyukur sekali menginap disini..",Positif
5/5,"Satu2 nya Hotel yang langsung di Jl Malioboro.
Sarapan makanannya cukup dan memang secara rasa cukup, lebih baiknya ditingkatkan baik rasa dan variasi menunya",Positif
5/5,"Lokasi hotelnya strategis deket kemana-mana,,kamarnya minimalis tapi nyaman bangettt, cocok buat dijadikan penginapan kalau lagi jalan2 ke malioboro☺👍🏻",Positif
5/5,"sgt strategis di tengah keramaian malioboro, keluar hotel langsung di sambut kehangatan para petugas bentor yg menawarkan wisata..  bersih, kmr dan ranjang besar, cm sayang tdk kedap suara jd terdengar suara dr sebelah2 kmr, utk balkon nya sayang tdk terlalu privasi krn setiap sekat nya hy di batasi oleh kayu2 yg di susun berjarak sehingga org sebelah bs lihat dan dengar.. utk makanan sarapan lumayan bervariasi..dan lumayan enak...",Positif
5/5,"Hotelnya nyaman,strategis langsung depan malioboro",Positif
5/5,"hotelnya keren, saya menginap pada hari minggu 24 oktober, dapat kamar nomor 516 jadi dapat balkonkamarnya luas bersih, kamar mandi juga bersih channel tv banyak, namun banyak channel yang tertulis di buku nggak tersedia bahkan nomornya pun berbeda saat masuk kamar dapat cookies 3 biji dikamar tidak tersedia lemari, tetapi disediakan hanger 3 biji yang paling unik, resepsionis hotel yang biasanya di lantai dasar, di aveta ada di lantai 8, untuk turun kekamarpun lift hanya bisa dipakai dengan kartu kamar breakfast sangat variatif, bangak pilihan saat makan bisa melihat kawasan malioboro dari atas karena berada di lantai 8 dekat resepsionis.overall hotel ini cocok untuk bermalam di Yogya deket malioboro dan deket stasiun tugu",Positif
5/5,"Terdapat kolam renang di atap hotel, hotel cukup besar berada ditengah kota, cocok untuk persinggahan bagi wisatawan lokal maupun mancanegara",Positif
5/5,"hotel nya nyaman banget, pelayanan nya bagus pula. cocok buat healing dan staycayion bersama keluarga",Positif
5/5,"kamarnya bersih dan luas, karyawannya semua ramah, makanan enak, cocok buat liburan bersama keluarga dan letakny tepat di malioboro,pokoknya recomended banget deh.... 👍👍👍👍",Positif
5/5,"Pengalaman menginap yang buat nyaman banget.
lengkap dengan cafe, kolam renang dan SPA nya.
Pas banget sesuai keinginan.",Positif
5/5,"Kamar bersih dan nyaman, ada balkon nya All staf juga sangat ramah Terletak di tengah pusat wisata MALIOBORO sehingga untuk belanja, melancong dll sangat dekat.Harga tinggi walau kondisi pandemic 🤭😜",Positif
5/5,"recomended hotel,tempatnya bersih, enak kl mau jalan2 ke malioboro..stafnya ramah2 terutama dengan mas firdaus..",Positif
5/5,"Hotel terbaik di daerah Malioboro cocok sekali untuk liburan bersama keluarga. Bukan hanya itu, fasilitas hotel kelas yang sangat bagus",Positif
5/5,"Lokasinya bagus. Kita bisa jalan-jalan ke malioboro sambil menikmati suasana Yogyakarta. Keluarga sangat senang menginap di hotel ini, ingin sekali bisa kembali lagi di perjalanan berikutnya",Positif
4/5,"Lobby ada dilantai 8,kamarnya luas dan semua masih serba baru.keluar langsung jalan malioboro.andai harga diturunin 200-300 an dibawah hotel tetangga...meski tanpa sarapan ,bisa dibuat langganan.",Positif
4/5,"Luar biasa nyaman sekali hotelnya. Bersih rapi dan wangi, bikin keluarga yg lg lburan tmbah nyaman",Positif
4/5,"Hotelnya bagus, kamarnya bersih, pelayanan nya bagus, lokasi sangat strategis. Hotel yang nyaman dan strategis di dekat malioboro.",Positif
5/5,Hotel bersih dan nyaman. Karyawan Mas firdaus dan mbak rara sangat ramah,Positif
5/5,"pengalaman stay dihotel ini seruu banget poolnya bersihh ada cafe Kala Jumpa yg makanannya enduuulll.....letaknya juga strategis banget disebelah malioboro mall persis, rekomended banget buat yg mau liburan jalan-jalan di daerah malioboro 😍😍",Positif
5/5,"Hotelnya bersih, nyaman dan unik jadi pengen kesana lagi sama temen temen atau keluarga buat refreshing",Positif
4/5,"Lokasi strategis, gampang cari apa apa. Rooftop nya nyaman untuk nongkrong dan bersantai. Kamarnya luas. harga affordable",Positif
5/5,"Hotel strategis (samping mall persis), pelayanan ramah
Masukan utk house keeping sebaiknya jika ingin merapikan kamar lihat gantungan di pintu dulu",Positif
4/5,"Hotel nyaman deket dengan malioboro, banyak makanan dan jajanan disekitar hotel, kamar besar dan luas apalagi pelayanan staff nya ramah-ramah",Positif
1/5,"Beberapa kali nginap di jogja baru kali ini menginap di hotel dengan pelayanan terburuk.AC gk dingin & sering mati. Telp room service tidak pernah di angkat, dtg ke receptionist bilang suruh nunggu di ruangan, tapi tak kunjung datang. Mending cari hotel lain aja deh.",Negatif
5/5,lokasinya strategis dan gampng bngt di temukan .dan untuk kamar nya bersih dan ac nya dingin bngt.untuk harga terjangkau juga,Positif
5/5,"Aveta Hotel Malioboro adalah hotel yang sempurna di Jogja. Kamar yang bersih, nyaman, staf yang ramah dan lokasi strategis dekat Malioboro buat pengalaman saya sangat menyenangkan.",Positif
5/5,"Hotel yang mempunyai lokasi strategis dan tempatnya unik, sangat cocok untuk tempat menginap bersama keluarga",Positif
4/5,"hotel terbaik ,
dri segi playanan sampai fasilitasnya bagus smua ...
tempatnya strategis dkt ke mana2 jg ...",Positif
5/5,Hotel yang terletak di jantung kota yogyakarta ini sangat nyaman untuk di singgahi dengan waktu yg cukup lama cocok sekali untuk liburan karena tidak jauh bepergian di pusat kota,Positif
5/5,"Hotel terbaik di daerah Malioboro cocok sekali untuk liburan bersama keluarga. Bukan hanya itu, fasilitas hotel kelas yang sangat bagus. Cocok buat liburan di jogjakarta",Positif
4/5,"enakkk untuk penginapan disini, nyaman jugaa, makanannya overal enak enak semua. yang pasti tempatnya bersih dan nyaman!",Positif
5/5,"Foto dari Balkon Aveta kamar executive suite View nya langsung jalan utama Malioboro, btw ini saya take pagi hari jalanan masih sepi. Overall gwud semua bagus dan oke, udah 2 kali balik kesini. Thank you Aveta",Positif
5/5,"Menginap selama 2 malam, dan itu luar biasa. Awalnya sulit untuk menemukan tempat ini karena terletak di belakang beberapa pedagang lokal di jalan paling ramai di Yogyakarta. Luangkan lebih banyak waktu untuk menikmati pelayanan yang hangat dari staf dan orang-orang di sekitar. Akan kembali lagi segera.",Positif
5/5,"Kamarnya luas banget, nyaman. Cocok bgt buat penginapan bareng keluarga.",Positif
5/5,"tempatnya strategis, di tengah kota. kebersihannya terjaga, makanan juga enak-enak. best dah aveta hotel malioboro",Positif
1/5,"Bagi yg biasa boking ada balkon dan berharap Bisa merokok, jangan harap bisa merokok ya, kebijakan hotelnya udah berubah, jadi boking ada balkon pun tetep gak bisa rokok an di balkon sekarang 😂😂😂",Negatif
5/5,"Lokasi amat strategis banget, keluar hotel langsung jalan Malioboro, bisa nyantai di cafenya, bisa nyantai di pinggir jalan Malioboro sepanjang hari.. Mau ngemall tinggal ke sebelah, Malioboro Mall.. Parkir nya masuk gang kecil samping pintu keluar Malioboro Mall..Kondisi hotel baru, nyaman, masih proses renovasi",Positif
5/5,"Hotel Dengan Pelayanan Sangat Ramah, Dari waktu masuk, kendaraan dibantu vallet parking, saat ci juga cepat, kamar bersih & luas,untuk sarapan enak & menu sangat bervariasi, ada cafe di lantai 1 dengan harga yg terjangkau rasa makanan juga enak.tempatnya juga di pusat kotaPokoknya gak menyesal deh menginap di aveta hotel 👍👍👍Kalau ke jogja pasti menginap di aveta lagii ☺ terimakasih aveta hotel 🤗",Positif
5/5,"Tempatnya strategis banget, sebelah MM persis. Cari makanan gampang, pelayanan baik, cpt n ramah. Cucok buat family staycation.",Positif
5/5,"Senang sekali bisa berlibur dan menginap di hotel Aveta,hotel nya sangat bagus dan dekat dengan Malioboro, pelayanan nya sangat memuaskan
Semoga saya bisa berlibur di hotel Aveta lagi 😍",Positif
5/5,"Keluar hotel langsung jalan malioboro,,tempat strategis bgt,,lobi ada d lantai 8,,bgitu masuk d lantai 1 itu adalah coffee shop gituh,pas check in diminta deposit 200 rb,,tp utuh sih pas check out uang kembali full, d dalam kamar ada wellcome drink dan wellcome snack gratis,,untuk sarapan banyak varian nya nginep 2 malam disni betah bgt,,hanya saja suara dr kamar sebelah mengganggu dan selalu mengagetkan,,selebih nya oke ya,,",Positif
5/5,Dengan harga yg relatif terjangkau tempat hotel layanan dan kamar pun sesuai dengan harganya serasa nyaman dihati,Positif
5/5,"Hotel yg strategis terletak di jantung kota jogjakarta, harga ekonomis, pilihan kamar banyak, bersih dan pelayanan ramah",Positif
5/5,"Fasilitas hotelnya sangat nyaman, strategis dekat malioboro, makanannya juga enak. sangat recommended!",Positif
5/5,Akses lokasi yang mudah serta kamar yang luas dengan harga terjangkau. Cocok buat para traveler dengan budget terbatas nih👌🏻,Positif
4/5,Tempat bersih kamar bersih pelayanan nya juga Oke. Next kedepan parkir semoga diperluas lagi biar enak parkir aja.,Positif
5/5,"Salah satu recommended hotel di kawasan Malioboro, Jogja. Lokasi ada di sebelah Malioboro Mall dan pinggir jalan Malioboro.",Positif
5/5,"Kamar dan pelayanannya oke bgt, tempatnya juga bagus dan harganya juga sgt terjangkau, cocok bgt untuk tempat bersama keluarga",Positif
5/5,"Suasana nyaman,kmar luas dan bersih,lokasi sngat strategis krna lngsung mnghadap ke jalan utama malioboro...
Jdi pengen kembali stay di AVETA ntar pas liburan berikutnya...",Positif
4/5,"Asik seru lokasi di jalan Malioboro. Walau lobinya di lantai 8, kamar bersih, ada mini bar yg free, fasilitas kolam nya juga ada anduk bersih makanan enak,",Positif
5/5,"Tempat sangat strategis, enak buat jalan2 setiap waktu, banyak hiburan, kuliner, dll
👍👍👍👌👌👍👍🫰‼️",Positif
5/5,Handuknya bernoda tapi aroma kurang enak,Negatif
5/5,"Suasana ruangan Dan lingkungan Asri,membuat nyaman siapa saja yg mampir dan menginap, fasilitas sarana Prasarana lengkap.",Positif
1/5,Penilaian sangat buruk untuk pelayanan sarapan yg amat sangat kurang responsif dan tdk ada persiapan utk peekdays....jam 8 pagi makanan habis...isi ulang makanan sangat lambat...bahkan dlm waktu 1 jam ..ketersediaab makanan pun msh sngat lambat...pelayanan hotel berkelas di lingkungan malioboro yang sangat buruk....Untuk pelayanan reservasi lewat wa dgn  mas nanda sangat baik dan responsif...utk hal ini sangat baik dan berbanding terbalik dgn pelayanan sarapan yang amat sangat buruk...Ada bbrp tamu selain sy yg sdh komplain terkait ketersediaan sarapan tp responnya tdk ada...Sy menginap 2 hari dan hari pertama kesannya sdh mengecewakan...Tolong owner dan admin aveeta hotel malioboro...diperbaiki dan ditindaklanjuti,Negatif
5/5,"Bangunan nya estetik , kamar bersih banget dan setiap sudut ruangan nya bener2 diperhatikan. Next nginep lagi disiniii😍",Positif
5/5,Sangat bagus untuk keluarga yg lagi cari penginapan di jogja,Positif
5/5,"Aveta Hotel Maliobro tempatnya strategis
Kebersihan hotel bersih pakai sangat, resepsionis dan pelayanan mantap , kamar dan kamar mandi bersih , nyaman sekali hotelnya",Positif
5/5,"Hotelnya bersih dan msh bagus, letaknya pas dijalan malioboro yg membuat kita agak kesulitan jg untuk parkir krn terbatas nya lahan parkir n saat check in hotel yg menunggu waktu sampe 2 jam lebih, berharap selanjutnya bs lbh sigap lg dlm menyambut tamu, untuk kenyamanan dan suasana hotel saya suka",Positif
5/5,"Suka banget sama pelayanannya disini, orangnya ramah ramah. Makanan dan minumannya juga enak-enak, desain kamarnya bagus elegant banget. Wort it banget sama harganya 🙆🏻‍♀️",Positif
5/5,"Pelayanan bagus,.bisa cepat check ini posisi strategis di Malioboro dan dibantu sama resepsionis yg ramah mba Mey sama mas firdaus",Positif
5/5,"Hotel yang sangat strategis dan nyaman. Ruangan bersih, tempat tidur bersih, kamar mandi bersih, air panas lancar.",Positif
5/5,"Lokasi sangat strategis, tempat nyaman, karyawan juga sangat ramah, kamar bersih dan rekomended bgtt",Positif
5/5,"Kamarnya bersih, kolam renang luas, rekomen bgt buat menginap bersama keluarga",Positif
5/5,"Hotel bintang 3 dengan tempat yang strategis, disamping ada indomaret, dan sangat dekat dengan pusat perbelanjaan malioboro. Fasilitas lengkap dan bangunan mewah",Positif
5/5,"Hotel yang nyaman dan strategis. Bersebelahan dengan Malioboro Mall. Pas untuk menikmati susana malam di sepanjang jalan Malioboro. Tarif OK. Hanya saja masih dalam proses konstruksi untuk sementara waktu. Recomended, akan segera kembali.",Positif
5/5,"Hotel aveta tempatnya enak, begitu kluar hotel langsung di area malioboro.Ada basment untuk parkir, sfat pada ramah, pelayanan memuaskan, breakfastnya menunya variasi dan rasanya enak, Kamar nya rapi dan bersih.Folowupnya sangat cepat. Mantap dan puas deh di aveta malioboro hotel.  Thank you aveta malioboro hotel.",Positif
4/5,"Sistem penerimaan sangat buruk. Kantor resepsionisnya sendiri terletak di lantai 8 gedung.Parkir mobil Anda di lantai 1, naik lift ke lantai 8 untuk checkin, lalu kembali ke lantai 1 untuk menunggu kamar Anda siap. Diberitahu oleh petugas resepsionis bahwa kami harus mengambil kunci kembali ke lantai 8 sebelum sampai ke kamar kami di lantai mana pun yang lebih rendah dari 8. Jadi tidak efektif.Kunci akhirnya diantar ke lantai pertama oleh petugas.Sudah menunggu hampir 60 menit sejak saya tiba jam 3 sore, keempat kamar akhirnya siap.Kamar yang sangat bersih, luas dan luas,Lokasi luar biasa di jantung malioboroStafnya sangat baik.Kue-kue, buah-buahan, dan gorengan yang disediakan hotel sebagai camilan malam ringan adalah sentuhan yang menyenangkan setelah semua kerumitan di sore hari.Akan mengedit ulasan ini berdasarkan pengalaman menginap kami. Semoga jauh lebih baik dari proses check-innya.",Negatif
5/5,"Hotel nya bersih,kamar nya luas,wangi,nyaman buat bobo, bakal mimpi indah kalo bobo d Aveta hotel Ditambah para  karyawannya ramah,lokasinya pas dijalan malioboro Suasanya jadi pengen selalu balik lagi kesitu Pokoknya hotel the best banget deh...",Positif
4/5,"Ini n hotel favorit klo ke jogja, buka pintu hotel udah malioboro, staff nya ramah banget dan helpfull, menu sarapan komplit dan enaaaak, kolam renang kurang besar tapi cukuplah kalau sekedar buat berenang",Positif
5/5,"Hotel bintang 3 rasa bintang 5, tempatnya bersih dan nyaman bgt..
Pelayanannya super ramah bakalan balik lagi stay disini kalo ke Jogja🙏🏻",Positif
5/5,Fasilitas kamar serta layanan yang di berikan sangat baik sehingga membuat customer nyaman berada di hotel..,Positif
4/5,"tempat nyaman,,hindari ke atea ini ketika libur panjang terutama lebaran karena macet parah. Diluar itu kamar nyaman dan lokasi strategis",Positif
5/5,"Nikmati staycation yang menyenangkan di Aveta Hotel Malioboro.! pelayanan ramah, lokasi nya strategis, dan sarapan nya enak’",Positif
5/5,"Fasilitas dan crew hotel sangat memuaskan ( Firdaus,Noval,Renata)",Positif
5/5,"Hotel baru yang tempatnya strategis, karena ada di jantung jogja. Bisa dijadikan pilihan tempat menginap buat yang mau liburan ke jogja.",Positif
5/5,"hotelnya bersih, nyaman dan luas. sarapan standar. yang paling enak ya keluar hotel udh langsung malioboro, hrga terjangkau untuk hotel di sekitar maliboro 👌🏻",Positif
5/5,"Luar biasa!! Lokasi hotel deket bgt sama malioboro, jadi klo mau jalan² tinggal jalan kaki aja. Breakfeast nya enak, dan menu komplit. Rekomended bgt untuk yg mau jalan² ke malioboro",Positif
5/5,"Hotel dengan tempat yang berada di area Malioboro,, pelayananna sangat ramah",Positif
5/5,"lokasi strategis, pelayanan yg memuaskan dan fasilitas lengkap. Cocok untuk jd tempat recommended saat liburan di jogja",Positif
5/5,"Nyaman selama penginapan pokonya bakal nginep lagi nanti kedepannya!
Sangat recommended!",Positif
5/5,Hotelnya bagus.wangi sereh. AC nya dingin bgt. Kamarnya juga bersih.dan akses turun dari hotel langsung jalan malioboro dan disamping mall. Nyari makan gampang bgt dan deket stasiun kereta api juga. Muanteppp,Positif
5/5,"Hotelnya bagus , nyaman , kamar nya juga bersih dan hotel nya strategis untuk di jangkau dan terletak di pusat kota jogja",Positif
5/5,Kamarnya luas untuk ukuran hotel di daerah Malioboro. Sangat dekat Malioboro Mall dan berada tepat di Jalan Malioboro. Sarapan enak dan banyak pilihan menu untuk room service nya. Suka sekali dengan hotelnya,Positif
4/5,"Lokasi hotelnya persis di jalan malioboro, jadi tinggal jalan kaki menyusuri jalan malio. Fasilitas hotelnya juga bagus, ada kolam renang juga",Positif
2/5,"Mhn maaf.. kondisi kamar yg tdk sesuai dengan harganya, bila dibanding dg kamar hotel di sekitarnya.. begitu masuk kamar saya kaget krn gk sesuai ekspektasi.. kondisi kamar seperti kurang terawat cenderung kotor.. seprei dan selimut krg bersih.. pesan kmr dg view malioboro ternyata dpt view tembok mall.. terutama kamar mandi dg sekat kaca penutupnya tdk rapat masih ada celah yg bisa kelihatan dari luar, sehingga krg nyaman saat mandi.",Negatif
4/5,"Lokasi yang strategis di jalan Malioboro dan berseblahan dengan Mall Malioboro, jadi mau kemana aja gak repot banget.
Harga kamar juga worth it include breakfast... 🤩",Positif
4/5,"Lokasi utama, di jantung Malioboro, Yogyakarta. Kamar yang luas (saya menginap di Kamar Keluarga untuk 3 tempat tidur/orang dengan luas 36 m2 plus balkon). Bersih dan mematuhi protokol kebersihan Covid-19. Kamar juga memiliki mesin kopi. Namun belum ada saluran TV internasional.Banyak pilihan prasmanan sarapan. Namun, di era pandemi, hotel harus mencari cara lain untuk menyajikan sarapan agar tidak ada banyak orang yang makan bersama di ruangan yang sama (tentu saja mereka tidak mengenakan masker saat makan).Staf hotel sangat ramah dan membantu, termasuk tim keamanan. Mereka siap 24/7. Saya check in pukul 23.00 tanpa kesulitan sama sekali.Poin minusnya, area drop off dan tempat parkir mobil kecil. Selain itu, hotel tidak memiliki pintu masuk mobil lain selain dari Malioboro. Karena pemerintah kota memberlakukan penutupan jalan Malioboro pada jam-jam sibuk (biasanya pukul 18.00-21.00 pada akhir pekan), kami harus mengeluarkan mobil dari hotel sebelum jam tutup di tempat parkir di Jl. Mataram (seberang Malioboro). Jika tidak, kami harus meninggalkan mobil di hotel pada jam-jam sibuk, dan menggunakan moda transportasi lain.",Positif
5/5,Staff ramah mas firdaus sama mba renata kamar bersih air bisa refil mantabb,Positif
5/5,"Selalu akan jadi pilihan hotel saat vacation ke Yogya, Cocok untuk keluarga dekat dengan stasiun Tugu dan mudah cari makan di dekat hotel",Positif
